URL,Cache | L1 Cache,Cache | L2 Cache,Cache | L3 Cache,Clock | Base Clock,Clock | Turbo Clock,Clock | Unlocked Multiplier,Cooling | 120mm Fans,Cooling | 120mm Radiator Support,Cooling | 140mm Fans,Cooling | 140mm Radiator Support,Cooling | 200mm Fans,Cooling | 240mm Radiator Support,Cooling | 280mm Radiator Support,Cooling | 360mm Radiator Support,Cooling | 80mm Fans,Cooling | Supported CPU cooler height,Core Characteristics | Panel,Core Characteristics | Refresh Rate,Core Characteristics | Resolution,Core Characteristics | Response Time,Core Characteristics | Size,Core | Cache,Core | Chipset,Core | Clock,Core | Controller,Core | Efficiency Rating,Core | Form Factor,Core | Height,Core | NAND,Core | PCI-E cables 6-pin,Core | PCI-E cables 8-pin,Core | Protocol,Core | RPM,Core | Radiator,Core | Ram Type,Core | Size,Core | Socket,Core | Sticks,Core | Supported Sockets,Core | TDP,Core | Timings,Core | Unlocked,Core | Watt,Cores | Cores,Cores | Threads,Dimensions | 6-pin connectors,Dimensions | 8-pin connectors,Dimensions | Depth,Dimensions | Height,Dimensions | Length,Dimensions | Motherboard,Dimensions | Power Supply,Dimensions | Slots,Dimensions | Supported GPU length,Dimensions | Width,"Disks | 2.5""","Disks | 2.5""/3.5""","Disks | 3.5""","Disks | 5.25""",Display Connectors | DVI,Display Connectors | Display Port,Display Connectors | DisplayPort,Display Connectors | HDMI,Display Connectors | VGA,Extension Cards | PCI-E 3.0 x1,Extension Cards | PCI-E 3.0 x16,Extension Cards | PCI-E 3.0 x4,Extension Cards | PCI-E 3.0 x8,Extension Cards | PCI-E 4.0 x1,Extension Cards | PCI-E 4.0 x16,Extension Cards | PCI-E 4.0 x4,Extension Cards | PCI-E 4.0 x8,Fans | 120mm Fans,Fans | 140mm Fans,Fans | 200mm Fans,Fans | 80mm Fans,Fans | 92mm Fans,Fans | Support additional Fan,Memory | Memory Capacity,Memory | Memory Type,Memory | Ramslots,Memory | Supported Ramspeeds,Misc | Adjustable Height,Misc | Cable Management,Misc | Color,Misc | Curved,Misc | Dust Filters,Misc | Integrated graphics,Misc | Noise Isolation,Misc | Notices,Misc | Product Page,Misc | Socket,Misc | Speakers,Misc | Sync,Misc | TDP,Misc | Wifi,Misc | Window,Model Info | EAN,Model Info | MPN,Model Info | Producer,Model Info | UPC,Model Info | Year,Performance | Boost Clock,Performance | Memory Clock,Performance | Vram,Peripherals | USB 3 Headers,Peripherals | USB 3 Slots,Peripherals | USB 3 Type-C,Storage | M.2 (PCI-E 3.0),Storage | M.2 (PCI-E 4.0),Storage | SATA
https://www.pc-kombo.com/us/product/mainboard/4719072595005_MSI MEG Z390 Godlike,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,E-ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072595005,7B10-001R,MSI,824142169834,,,,,,,,,0,4
https://www.pc-kombo.com/us/product/mainboard/4719072718923_MSI MEG Z490 ACE,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,2,3,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072718923,7C71-008R,MSI,824142199053,,,,,,2,,2,,6
https://www.pc-kombo.com/us/product/mainboard/4719072719906_MSI MEG Z490 Godlike,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,E-ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,1,3,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072719906,7C70-005R,MSI,824142214107,,,,,,4,,3,,6
https://www.pc-kombo.com/us/product/mainboard/4719072718930_MSI MEG Z490 Unify,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,2,3,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072718930,7C71-009R,MSI,,,,,,2,2,,3,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072800499_MSI MEG Z590 ACE,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,1,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072800499,7D04-001R,MSI,824142240984,,,,,,4,,2,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072830397_MSI MEG Z590 ACE Gold Edition,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,2,,1,0,2,1,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072830397,7D04-002R,MSI,824142252628,,,,,,4,,2,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072802820_MSI MEG Z590 Godlike,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,E-ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,2,,0,0,,1,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072802820,7D03-002R,MSI,,,,,,,6,,2,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072822194_MSI MEG Z590 Unify,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,1,0,2,1,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072822194,7D38-001R,MSI,,,,,,,8,,2,2,6
https://www.pc-kombo.com/us/product/mainboard/4719072842369_MSI MEG Z590 Unify-X,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,1,0,2,,1,,,1,,,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072842369,7D38-006R,MSI,,,,,,,8,,2,3,6
https://www.pc-kombo.com/us/product/mainboard/4719072802837_MSI MEG Z590I Unify,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,Mini-ITX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,,,,,,1,,,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072802837,7D05-001R,MSI,824142241219,,,,,,,,1,1,4
https://www.pc-kombo.com/us/product/mainboard/4719072886493_MSI MEG Z690 ACE,,,,,,,,,,,,,,,,,,,,,,,Z690,,,,E-ATX,,,,,,,,,,1700,,,,,Yes,,,,,,,,,,,,,,,,,,0,3,,0,0,,,,,,1,,,,,,,,,128,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072886493,7D27-001R,MSI,,,,,,,,,1,2,6
https://www.pc-kombo.com/us/product/mainboard/4719072886486_MSI MEG Z690 Godlike,,,,,,,,,,,,,,,,,,,,,,,Z690,,,,E-ATX,,,,,,,,,,1700,,,,,Yes,,,,,,,,,,,,,,,,,,0,2,,0,0,,,,,,,,,,,,,,,128,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072886486,BZ04-001R,MSI,,,,,,,,,1,2,6
https://www.pc-kombo.com/us/product/mainboard/4719072886509_MSI MEG Z690 Unifiy,,,,,,,,,,,,,,,,,,,,,,,Z690,,,,ATX,,,,,,,,,,1700,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,,,1,,,,,,,,,,,,128,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072886509,7D28-001R,MSI,,,,,,,,,1,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072886516_MSI MEG Z690 Unify-X,,,,,,,,,,,,,,,,,,,,,,,Z690,,,,ATX,,,,,,,,,,1700,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,,,1,,,,,,,,,,,,64,DDR5,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072886516,7D28-002R,MSI,,,,,,,,,1,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072886523_MSI MEG Z690I Unify,,,,,,,,,,,,,,,,,,,,,,,Z690,,,,Mini-ITX,,,,,,,,,,1700,,,,,Yes,,,,,,,,,,,,,,,,,,0,3,,1,0,,,,,,,,,,,,,,,64,DDR5,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072886523,7D29-001R,MSI,,,,,,,2,,1,2,4
https://www.pc-kombo.com/us/product/mainboard/0824142305744_MSI MEG Z790 ACE,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,192,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,0824142305744,Z790ACE,MSI,824142305744,,,,,12,2,0,5,0,0
https://www.pc-kombo.com/us/product/mainboard/4711377025546_MSI MEG Z790 ACE,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,128,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377025546,MEG Z790 ACE,MSI,,,,,,4,0,1,4,0,6
https://www.pc-kombo.com/us/product/mainboard/4711377134620_MSI MEG Z790 ACE Max,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,2,,0,0,,,,,,1,,,,,,,,,192,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377134620,7D86-006R,MSI,824142336649,,,,,,,,0,2,6
https://www.pc-kombo.com/us/product/mainboard/4711377025539_MSI MEG Z790 GODLIKE,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,128,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377025539,MEG Z790 GODLIKE,MSI,,,,,,6,0,1,4,0,0
https://www.pc-kombo.com/us/product/mainboard/0824142305737_MSI MEG Z790 GODLIKE,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,192,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,0824142305737,Z790GODLIKE,MSI,824142305737,,,,,14,4,0,7,0,0
https://www.pc-kombo.com/us/product/mainboard/0824142339442_MSI MEG Z790 GODLIKE MAX,,,,,,,,,,,,,,,,,,,,,,,Z790,,,,E-ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,192,DDR5,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,0824142339442,MEG Z790 GODLIKE MAX,MSI,824142339442,,,,,6,0,1,4,0,6
https://www.pc-kombo.com/us/product/mainboard/4711377266970_MSI MEG Z890 UNIFY-X,,,,,,,,,,,,,,,,,,,,,,,Z890,,,,ATX,,,,,,,,,,1851,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,128,DDR5,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377266970,MEG Z890 UNIFY-X,MSI,,,,,,0,0,0,6,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072741051_MSI MPG B550 Gaming Carbon WiFi,,,,,,,,,,,,,,,,,,,,,,,B550,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,3,1,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072741051,7C91-002R,MSI,,,,,,2,2,,1,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072728632_MSI MPG B550 Gaming Edge WiFi,,,,,,,,,,,,,,,,,,,,,,,B550,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,2,1,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072728632,7C91-008R,MSI,,,,,,2,2,,1,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072731885_MSI MPG B550 Gaming Plus,,,,,,,,,,,,,,,,,,,,,,,B550,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,2,1,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072731885,7C56-003R,MSI,,,,,,2,2,,1,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072769215_MSI MPG B550I Gaming Edge Max WiFi,,,,,,,,,,,,,,,,,,,,,,,B550,,,,Mini-ITX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,,,,,,1,,,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072769215,7C92-012R,MSI,,,,,,,,,1,1,4
https://www.pc-kombo.com/us/product/mainboard/4719072730703_MSI MPG B550I Gaming Edge WiFi,,,,,,,,,,,,,,,,,,,,,,,B550,,,,Mini-ITX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,,,,,,1,,,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072730703,7C92-002R,MSI,,,,,,2,2,,1,1,4
https://www.pc-kombo.com/us/product/mainboard/4719072810580_MSI MPG B560I Gaming Edge WiFi,,,,,,,,,,,,,,,,,,,,,,,B560,,,,Mini-ITX,,,,,,,,,,1200,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,,,,,,1,,,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072810580,7D19-001R,MSI,824142246016,,,,,,,,1,1,4
https://www.pc-kombo.com/us/product/mainboard/4711377010146_MSI MPG B650I EDGE WIFI,,,,,,,,,,,,,,,,,,,,,,,B650,,,,Mini ATX,,,,,,,,,,AM5,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,0,1,0,0,0,0,0,0,,,,,,,64,DDR5,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377010146,MPG B650I EDGE WIFI,MSI,,,,,,2,2,0,2,0,4
https://www.pc-kombo.com/us/product/mainboard/0824142315545_MSI MPG B760I EDGE WIFI,,,,,,,,,,,,,,,,,,,,,,,B760,,,,Mini ATX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,1,,2,0,2,0,0,0,0,0,0,0,,,,,,,96,DDR5,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,0824142315545,MPG B760I EDGE WIFI,MSI,824142315545,,,,,3,4,0,2,0,4
https://www.pc-kombo.com/us/product/mainboard/4711377027342_MSI MPG B760I EDGE WIFI DDR4,,,,,,,,,,,,,,,,,,,,,,,B760,,,,Mini-ITX,,,,,,,,,,1700,,,,,No,,,,,,,,,,,,,,,,,,0,1,,2,0,2,0,0,0,0,0,0,0,,,,,,,64,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4711377027342,MPG B760I EDGE WIFI DDR4,MSI,,,,,,3,4,0,0,0,4
"https://www.pc-kombo.com/us/product/mainboard/4719072652500_MSI MPG X570 Gaming Edge WiFi, AMD X570",,,,,,,,,,,,,,,,,,,,,,,X570,,,,ATX,,,,,,,,,,AM4,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,1,0,3,,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072652500,7C37-001R,MSI,824142189528,,,,,4,2,,2,0,6
"https://www.pc-kombo.com/us/product/mainboard/4719072652517_MSI MPG X570 Gaming Plus, AMD X570",,,,,,,,,,,,,,,,,,,,,,,X570,,,,ATX,,,,,,,,,,AM4,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,1,0,3,,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072652517,7C37-004R,MSI,824142189535,,,,,4,4,,2,0,6
"https://www.pc-kombo.com/us/product/mainboard/4719072652470_MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",,,,,,,,,,,,,,,,,,,,,,,X570,,,,ATX,,,,,,,,,,AM4,,,,,Yes,,,,,,,,,,,,,,,,,,0,0,,1,0,2,,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072652470,7B93-001R,MSI,824142189511,,,,,4,2,,2,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072879136_MSI MPG X570S Carbon EK X,,,,,,,,,,,,,,,,,,,,,,,X570S,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,2,,,,,1,1,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072879136,7D52-002R,MSI,,,,,,,4,,1,3,8
https://www.pc-kombo.com/us/product/mainboard/4719072874988_MSI MPG X570S Carbon Max WiFi,,,,,,,,,,,,,,,,,,,,,,,X570S,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,2,,,,1,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072874988,7D52-001R,MSI,,,,,,,4,,1,3,8
https://www.pc-kombo.com/us/product/mainboard/4719072872182_MSI MPG X570S Edge Max WiFi,,,,,,,,,,,,,,,,,,,,,,,X570S,,,,ATX,,,,,,,,,,AM4,,,,,No,,,,,,,,,,,,,,,,,,0,0,,0,0,1,,,,,1,1,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072872182,7D53-003R,MSI,,,,,,,4,,1,,6
https://www.pc-kombo.com/us/product/mainboard/4719072597399_MSI MPG Z390 Gaming Edge AC,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,3,3,,,,,,,,,,,,,64,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072597399,7B17-002R,MSI,824142170755,,,,,4,,,2,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072594534_MSI MPG Z390 Gaming Plus,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,,,,,,,,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072594534,7B51-001R,MSI,824142169643,,,,,,,,4,0,4
https://www.pc-kombo.com/us/product/mainboard/4719072596477_MSI MPG Z390 Gaming Pro Carbon,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,3,3,,,,,,,,,,,,,64,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072596477,7B17-012R,MSI,824142170168,,,,,4,,,2,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072595029_MSI MPG Z390 Gaming Pro Carbon AC,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,,,,,,,,,,,,,,,,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072595029,7B17-008R,MSI,824142169858,,,,,,,,,0,4
https://www.pc-kombo.com/us/product/mainboard/4719072594541_MSI MPG Z390I Gaming Edge AC,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,Mini-ITX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,1,,1,0,,,,,,,,,,,,,,,,DDR4,2,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072594541,7C04-001R,MSI,824142169650,,,,,,,,,0,4
https://www.pc-kombo.com/us/product/mainboard/4719072598723_MSI MPG Z390M Gaming Edge AC,,,,,,,,,,,,,,,,,,,,,,,Z390,,,,Micro-ATX,,,,,,,,,,1151,,,,,No,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072598723,7B50-002R,MSI,824142171271,,,,,,,,,0,4
https://www.pc-kombo.com/us/product/mainboard/4719072736965_MSI MPG Z490 Carbon EK X,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,3,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072736965,7C73-008R,MSI,,,,,,,,,2,,6
https://www.pc-kombo.com/us/product/mainboard/4719072718916_MSI MPG Z490 Gaming Carbon WiFi,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,3,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072718916,7C73-001R,MSI,,,,,,2,,,2,0,6
https://www.pc-kombo.com/us/product/mainboard/4719072721992_MSI MPG Z490 Gaming Edge WiFi,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,2,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072721992,7C79-005R,MSI,824142212493,,,,,,4,,2,,6
https://www.pc-kombo.com/us/product/mainboard/4719072722005_MSI MPG Z490 Gaming Plus,,,,,,,,,,,,,,,,,,,,,,,Z490,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,3,2,,,,,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072722005,7C75-007R,MSI,824142212486,,,,,,2,,2,,6
https://www.pc-kombo.com/us/product/mainboard/4719072800505_MSI MPG Z590 Gaming Carbon WiFi,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,2,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072800505,7D06-001R,MSI,824142242155,,,,,,2,,2,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072802844_MSI MPG Z590 Gaming Edge WiFi,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,2,,,,1,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,Yes,,4719072802844,7D07-001R,MSI,824142242162,,,,,,2,,2,1,6
https://www.pc-kombo.com/us/product/mainboard/4719072800512_MSI MPG Z590 Gaming Force,,,,,,,,,,,,,,,,,,,,,,,Z590,,,,ATX,,,,,,,,,,1200,,,,,Yes,,,,,,,,,,,,,,,,,,0,1,,1,0,2,1,,,,2,,,,,,,,,128,DDR4,4,,,,,,,No,,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,No,,4719072800512,7D06-003R,MSI,824142240991,,,,,,2,,2,1,6
